category_code,category_description,category_hierarchy,hs8
52054700,Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),Export Statistical Item,52054700
520548,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),HS Code,52054800
52054800,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),Export Statistical Item,52054800
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52061100
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52061200
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52061300
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52061400
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52061500
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52062100
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52062200
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52062300
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52062400
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52062500
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52063100
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52063200
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52063300
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52063400
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52063500
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52064100
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52064200
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52064300
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52064400
5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE:",Heading,52064500
52061,"Single yarn, of uncombed fibres:",HS Code,52061100
52061,"Single yarn, of uncombed fibres:",HS Code,52061200
52061,"Single yarn, of uncombed fibres:",HS Code,52061300
52061,"Single yarn, of uncombed fibres:",HS Code,52061400
52061,"Single yarn, of uncombed fibres:",HS Code,52061500
520611,Measuring 714.29 decitex or more (not exceeding 14 metric number),HS Code,52061100
52061100,Measuring 714.29 decitex or more (not exceeding 14 metric number),Export Statistical Item,52061100
520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),HS Code,52061200
52061200,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),Export Statistical Item,52061200
520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),HS Code,52061300
52061300,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),Export Statistical Item,52061300
520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),HS Code,52061400
52061400,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Export Statistical Item,52061400
520615,Measuring less than 125 decitex (exceeding 80 metric number),HS Code,52061500
52061500,Measuring less than 125 decitex (exceeding 80 metric number),Export Statistical Item,52061500
52062,"Single yarn, of combed fibres:",HS Code,52062100
52062,"Single yarn, of combed fibres:",HS Code,52062200
52062,"Single yarn, of combed fibres:",HS Code,52062300
52062,"Single yarn, of combed fibres:",HS Code,52062400
52062,"Single yarn, of combed fibres:",HS Code,52062500
520621,Measuring 714.29 decitex or more (not exceeding 14 metric number),HS Code,52062100
52062100,Measuring 714.29 decitex or more (not exceeding 14 metric number),Export Statistical Item,52062100
520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),HS Code,52062200
52062200,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),Export Statistical Item,52062200
520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),HS Code,52062300
52062300,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),Export Statistical Item,52062300
520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),HS Code,52062400
52062400,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Export Statistical Item,52062400
520625,Measuring less than 125 decitex (exceeding 80 metric number),HS Code,52062500
52062500,Measuring less than 125 decitex (exceeding 80 metric number),Export Statistical Item,52062500
52063,"Multiple (folded) or cabled yarn, of uncombed fibres:",HS Code,52063100
52063,"Multiple (folded) or cabled yarn, of uncombed fibres:",HS Code,52063200
52063,"Multiple (folded) or cabled yarn, of uncombed fibres:",HS Code,52063300
52063,"Multiple (folded) or cabled yarn, of uncombed fibres:",HS Code,52063400
52063,"Multiple (folded) or cabled yarn, of uncombed fibres:",HS Code,52063500
520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),HS Code,52063100
52063100,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),Export Statistical Item,52063100
520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),HS Code,52063200
52063200,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Export Statistical Item,52063200
520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),HS Code,52063300
52063300,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Export Statistical Item,52063300
520634,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),HS Code,52063400
52063400,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Export Statistical Item,52063400
520635,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),HS Code,52063500
52063500,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),Export Statistical Item,52063500
52064,"Multiple (folded) or cabled yarn, of combed fibres:",HS Code,52064100
52064,"Multiple (folded) or cabled yarn, of combed fibres:",HS Code,52064200
52064,"Multiple (folded) or cabled yarn, of combed fibres:",HS Code,52064300
52064,"Multiple (folded) or cabled yarn, of combed fibres:",HS Code,52064400
52064,"Multiple (folded) or cabled yarn, of combed fibres:",HS Code,52064500
520641,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),HS Code,52064100
52064100,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),Export Statistical Item,52064100
520642,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),HS Code,52064200
52064200,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),Export Statistical Item,52064200
520643,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),HS Code,52064300
52064300,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),Export Statistical Item,52064300
520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),HS Code,52064400
52064400,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),Export Statistical Item,52064400
520645,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),HS Code,52064500
52064500,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),Export Statistical Item,52064500
5207,COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE:,Heading,52071000
5207,COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE:,Heading,52079000
520710,Containing 85% or more by weight of cotton,HS Code,52071000
52071000,Containing 85% or more by weight of cotton,Export Statistical Item,52071000
520790,Other,HS Code,52079000
52079000,Other,Export Statistical Item,52079000
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52081100
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52081200
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52081300
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52081900
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52082100
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52082200
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52082300
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52082900
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52083100
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52083200
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52083300
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52083900
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52084100
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52084200
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52084300
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52084900
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52085100
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52085200
5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52085991
52081,Unbleached:,HS Code,52081100
52081,Unbleached:,HS Code,52081200
52081,Unbleached:,HS Code,52081300
52081,Unbleached:,HS Code,52081900
520811,"Plain weave, weighing not more than 100 g/square metre",HS Code,52081100
52081100,"Plain weave, weighing not more than 100 g/square metre",Export Statistical Item,52081100
520812,"Plain weave, weighing more than 100 g/square metre",HS Code,52081200
52081200,"Plain weave, weighing more than 100 g/square metre",Export Statistical Item,52081200
520813,"3-thread or 4-thread twill, including cross twill",HS Code,52081300
52081300,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52081300
520819,Other fabrics,HS Code,52081900
52081900,Other fabrics,Export Statistical Item,52081900
52082,Bleached:,HS Code,52082100
52082,Bleached:,HS Code,52082200
52082,Bleached:,HS Code,52082300
52082,Bleached:,HS Code,52082900
520821,"Plain weave, weighing not more than 100 g/square metre",HS Code,52082100
52082100,"Plain weave, weighing not more than 100 g/square metre",Export Statistical Item,52082100
520822,"Plain weave, weighing more than 100 g/square metre",HS Code,52082200
52082200,"Plain weave, weighing more than 100 g/square metre",Export Statistical Item,52082200
520823,"3-thread or 4-thread twill, including cross twill",HS Code,52082300
52082300,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52082300
520829,Other fabrics,HS Code,52082900
52082900,Other fabrics,Export Statistical Item,52082900
52083,Dyed:,HS Code,52083100
52083,Dyed:,HS Code,52083200
52083,Dyed:,HS Code,52083300
52083,Dyed:,HS Code,52083900
520831,"Plain weave, weighing not more than 100 g/square metre",HS Code,52083100
52083100,"Plain weave, weighing not more than 100 g/square metre",Export Statistical Item,52083100
520832,"Plain weave, weighing more than 100 g/square metre",HS Code,52083200
52083200,"Plain weave, weighing more than 100 g/square metre",Export Statistical Item,52083200
520833,"3-thread or 4-thread twill, including cross twill",HS Code,52083300
52083300,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52083300
520839,Other fabrics,HS Code,52083900
52083900,Other fabrics,Export Statistical Item,52083900
52084,Of yarns of different colours:,HS Code,52084100
52084,Of yarns of different colours:,HS Code,52084200
52084,Of yarns of different colours:,HS Code,52084300
52084,Of yarns of different colours:,HS Code,52084900
520841,"Plain weave, weighing not more than 100 g/square metre",HS Code,52084100
52084100,"Plain weave, weighing not more than 100 g/square metre",Export Statistical Item,52084100
520842,"Plain weave, weighing more than 100 g/square metre",HS Code,52084200
52084200,"Plain weave, weighing more than 100 g/square metre",Export Statistical Item,52084200
520843,"3-thread or 4-thread twill, including cross twill",HS Code,52084300
52084300,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52084300
520849,Other fabrics,HS Code,52084900
52084900,Other fabrics,Export Statistical Item,52084900
52085,Printed:,HS Code,52085100
52085,Printed:,HS Code,52085200
52085,Printed:,HS Code,52085991
520851,"Plain weave, weighing not more than 100 g/square metre",HS Code,52085100
52085100,"Plain weave, weighing not more than 100 g/square metre",Export Statistical Item,52085100
520852,"Plain weave, weighing more than 100 g/square metre",HS Code,52085200
52085200,"Plain weave, weighing more than 100 g/square metre",Export Statistical Item,52085200
520859,Other fabrics,HS Code,52085991
52085991,Other fabrics,Export Statistical Item,52085991
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52091100
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52091200
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52091900
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52092100
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52092200
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52092900
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52093100
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52093200
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52093900
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52094100
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52094201
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52094301
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52094900
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52095100
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52095200
5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52095900
52091,Unbleached:,HS Code,52091100
52091,Unbleached:,HS Code,52091200
52091,Unbleached:,HS Code,52091900
520911,Plain weave,HS Code,52091100
52091100,Plain weave,Export Statistical Item,52091100
520912,"3-thread or 4-thread twill, including cross twill",HS Code,52091200
52091200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52091200
520919,Other fabrics,HS Code,52091900
52091900,Other fabrics,Export Statistical Item,52091900
52092,Bleached:,HS Code,52092100
52092,Bleached:,HS Code,52092200
52092,Bleached:,HS Code,52092900
520921,Plain weave,HS Code,52092100
52092100,Plain weave,Export Statistical Item,52092100
520922,"3-thread or 4-thread twill, including cross twill",HS Code,52092200
52092200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52092200
520929,Other fabrics,HS Code,52092900
52092900,Other fabrics,Export Statistical Item,52092900
52093,Dyed:,HS Code,52093100
52093,Dyed:,HS Code,52093200
52093,Dyed:,HS Code,52093900
520931,Plain weave,HS Code,52093100
52093100,Plain weave,Export Statistical Item,52093100
520932,"3-thread or 4-thread twill, including cross twill",HS Code,52093200
52093200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52093200
520939,Other fabrics,HS Code,52093900
52093900,Other fabrics,Export Statistical Item,52093900
52094,Of yarns of different colours:,HS Code,52094100
52094,Of yarns of different colours:,HS Code,52094201
52094,Of yarns of different colours:,HS Code,52094301
52094,Of yarns of different colours:,HS Code,52094900
520941,Plain weave,HS Code,52094100
52094100,Plain weave,Export Statistical Item,52094100
520942,Denim,HS Code,52094201
52094201,Denim,Export Statistical Item,52094201
520943,"Other fabrics of 3-thread or 4-thread twill, including cross twill",HS Code,52094301
52094301,"Other fabrics of 3-thread or 4-thread twill, including cross twill",Export Statistical Item,52094301
520949,Other fabrics,HS Code,52094900
52094900,Other fabrics,Export Statistical Item,52094900
52095,Printed,HS Code,52095100
52095,Printed,HS Code,52095200
52095,Printed,HS Code,52095900
520951,Plain weave,HS Code,52095100
52095100,Plain weave,Export Statistical Item,52095100
520952,"3-thread or 4-thread twill, including cross twill",HS Code,52095200
52095200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52095200
520959,Other fabrics,HS Code,52095900
52095900,Other fabrics,Export Statistical Item,52095900
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52101100
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52101991
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52102100
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52102992
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52103100
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52103200
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52103900
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52104100
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52104993
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52105100
5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING NOT MORE THAN 200 G/SQUARE METRE:",Heading,52105994
52101,Unbleached:,HS Code,52101100
52101,Unbleached:,HS Code,52101991
521011,Plain weave,HS Code,52101100
52101100,Plain weave,Export Statistical Item,52101100
521019,Other fabrics,HS Code,52101991
52101991,Other fabrics,Export Statistical Item,52101991
52102,Bleached:,HS Code,52102100
52102,Bleached:,HS Code,52102992
521021,Plain weave,HS Code,52102100
52102100,Plain weave,Export Statistical Item,52102100
521029,Other fabrics,HS Code,52102992
52102992,Other fabrics,Export Statistical Item,52102992
52103,Dyed:,HS Code,52103100
52103,Dyed:,HS Code,52103200
52103,Dyed:,HS Code,52103900
521031,Plain weave,HS Code,52103100
52103100,Plain weave,Export Statistical Item,52103100
521032,"3-thread or 4-thread twill, including cross twill",HS Code,52103200
52103200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52103200
521039,Other fabrics,HS Code,52103900
52103900,Other fabrics,Export Statistical Item,52103900
52104,Of yarns of different colours:,HS Code,52104100
52104,Of yarns of different colours:,HS Code,52104993
521041,Plain weave,HS Code,52104100
52104100,Plain weave,Export Statistical Item,52104100
521049,Other fabrics,HS Code,52104993
52104993,Other fabrics,Export Statistical Item,52104993
52105,Printed:,HS Code,52105100
52105,Printed:,HS Code,52105994
521051,Plain weave,HS Code,52105100
52105100,Plain weave,Export Statistical Item,52105100
521059,Other fabrics,HS Code,52105994
52105994,Other fabrics,Export Statistical Item,52105994
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52111100
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52111200
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52111900
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52112000
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52113100
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52113200
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52113900
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52114100
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52114201
